,file,PCount,kp_100,kp_100_time,kp_300,kp_300_time,kp_50,kp_500,kp_500_time,kp_50_time,kp_700,kp_700_time,kp_900,kp_900_time
0,./imagesbooks/ukbench05960.jpg,,100.0,4.980849504470825,100.0,13.587661504745483,100.0,100.0,22.401471614837646,2.5695738792419434,100.0,31.374829053878784,100.0,39.98478078842163
1,./imagesbooks/ukbench00459.jpg,,100.0,6.658495903015137,100.0,14.652743339538574,100.0,100.0,21.788074731826782,3.0629749298095703,100.0,26.989176273345947,100.0,27.407750368118286
2,./imagesbooks/ukbench06010.jpg,,100.0,4.666578769683838,100.0,13.25381875038147,100.0,100.0,20.415611743927002,2.46852707862854,100.0,19.854860067367554,100.0,20.331088066101074
3,./imagesbooks/ukbench06104.jpg,,100.0,6.240521669387817,100.0,15.136793851852417,100.0,100.0,22.532304048538208,3.2194738388061523,100.0,37.77561044692993,100.0,41.11569619178772
4,./imagesbooks/ukbench00458.jpg,,100.0,5.372188568115234,100.0,12.206002473831177,100.0,100.0,19.927289962768555,3.6398324966430664,100.0,22.776272296905518,100.0,22.854947090148926
5,./imagesbooks/ukbench00248.jpg,,100.0,4.276421308517456,100.0,12.29805064201355,100.0,100.0,15.732096910476685,2.333923578262329,100.0,15.520147562026978,100.0,17.560982704162598
6,./imagesbooks/ukbench06408.jpg,,100.0,6.342097997665405,100.0,16.365397691726685,100.0,100.0,27.902987718582153,2.553847074508667,100.0,38.03164553642273,100.0,45.65381073951721
7,./imagesbooks/ukbench00303.jpg,,66.66666666666666,4.464211940765381,66.66666666666666,12.110420227050781,33.33333333333333,100.0,20.073408126831055,2.324259042739868,100.0,27.661274194717407,100.0,41.61968636512756
8,./imagesbooks/ukbench03124.jpg,,100.0,5.888706207275391,100.0,17.181034088134766,100.0,100.0,27.714004516601562,3.3594374656677246,100.0,39.0799663066864,100.0,50.55873346328735
9,./imagesbooks/ukbench05776.jpg,,100.0,6.217677593231201,100.0,16.630013465881348,100.0,100.0,27.18378710746765,3.0186617374420166,100.0,27.667162895202637,100.0,33.72702884674072
10,./imagesbooks/ukbench06113.jpg,,100.0,4.366437196731567,100.0,12.131216526031494,100.0,100.0,20.276262283325195,2.327108860015869,100.0,27.72527050971985,100.0,35.61452507972717
11,./imagesbooks/ukbench05964.jpg,,100.0,4.483907222747803,100.0,12.2199547290802,100.0,100.0,19.907963275909424,2.284045696258545,100.0,27.69105863571167,100.0,32.740567445755005
12,./imagesbooks/ukbench10164.jpg,,66.66666666666666,4.267148494720459,66.66666666666666,12.374794483184814,66.66666666666666,66.66666666666666,20.0319721698761,2.3426475524902344,66.66666666666666,27.73121190071106,66.66666666666666,35.58907508850098
13,./imagesbooks/ukbench02750.jpg,,100.0,4.2188684940338135,100.0,12.151889562606812,100.0,100.0,20.05305242538452,2.4584059715270996,100.0,28.31188678741455,100.0,35.55364680290222
14,./imagesbooks/ukbench05951.jpg,,100.0,4.42112922668457,100.0,12.158776998519897,100.0,100.0,19.740187644958496,2.2387070655822754,100.0,27.737085580825806,100.0,36.290446758270264
15,./imagesbooks/ukbench05983.jpg,,100.0,4.262789487838745,100.0,12.171287775039673,100.0,100.0,20.162277936935425,2.290614366531372,100.0,27.564985036849976,100.0,35.573201417922974
16,./imagesbooks/ukbench03867.jpg,,100.0,4.296553373336792,100.0,12.350616455078125,100.0,100.0,20.230329513549805,2.5252373218536377,100.0,27.66756010055542,100.0,35.596904277801514
17,./imagesbooks/ukbench05883.jpg,,100.0,4.218904733657837,100.0,12.070257186889648,100.0,100.0,19.846484422683716,2.4174678325653076,100.0,27.949373483657837,100.0,27.68171000480652
18,./imagesbooks/ukbench06049.jpg,,100.0,4.4869139194488525,100.0,12.082066059112549,100.0,100.0,16.356000185012817,2.312187910079956,100.0,16.4497549533844,100.0,16.678187608718872
19,./imagesbooks/ukbench06017.jpg,,100.0,4.2473742961883545,100.0,12.177456140518188,100.0,100.0,15.366716623306274,2.299891710281372,100.0,15.169409990310669,100.0,15.116350650787354
20,./imagesbooks/ukbench06150.jpg,,100.0,4.4751551151275635,100.0,12.154526710510254,33.33333333333333,100.0,13.97970700263977,2.3113510608673096,100.0,13.68113374710083,100.0,13.829152584075928
21,./imagesbooks/ukbench06151.jpg,,100.0,4.27888822555542,100.0,12.083309888839722,66.66666666666666,100.0,12.550621747970581,2.2930428981781006,100.0,12.42684817314148,100.0,12.252828121185303
22,./imagesbooks/ukbench02749.jpg,,100.0,4.425784587860107,100.0,12.263689041137695,100.0,100.0,20.058470964431763,2.3264739513397217,100.0,27.88996386528015,100.0,36.016075134277344
23,./imagesbooks/ukbench02721.jpg,,100.0,4.232024431228638,100.0,12.425748109817505,100.0,100.0,19.77028799057007,2.328697919845581,100.0,27.68194818496704,100.0,36.11880445480347
24,./imagesbooks/ukbench05879.jpg,,100.0,4.2692670822143555,100.0,12.124952793121338,100.0,100.0,25.885743141174316,2.5832016468048096,100.0,26.507235288619995,100.0,26.930383682250977
25,./imagesbooks/ukbench06148.jpg,,0.0,5.458385944366455,100.0,17.18304133415222,0.0,100.0,27.59905433654785,3.174628496170044,100.0,29.104790210723877,100.0,30.22083568572998
26,./imagesbooks/ukbench05880.jpg,,100.0,4.1914613246917725,100.0,12.391167879104614,100.0,100.0,20.04447054862976,2.3051199913024902,100.0,25.949394702911377,100.0,26.331326246261597
27,./imagesbooks/ukbench05929.jpg,,100.0,4.285879611968994,100.0,12.164594173431396,100.0,100.0,20.18041491508484,2.315408945083618,100.0,27.799279928207397,100.0,35.45858335494995
28,./imagesbooks/ukbench06048.jpg,,100.0,4.430466890335083,100.0,12.126054763793945,100.0,100.0,19.16034483909607,2.3479278087615967,100.0,19.184865713119507,100.0,19.293567180633545
29,./imagesbooks/ukbench08544.jpg,,100.0,4.30754280090332,100.0,12.11155104637146,100.0,100.0,20.0675048828125,2.285972833633423,100.0,27.73087191581726,100.0,35.69555187225342
30,./imagesbooks/ukbench03058.jpg,,100.0,4.4064414501190186,100.0,12.085699796676636,100.0,100.0,20.007834911346436,2.263420343399048,100.0,28.130825757980347,100.0,36.230309009552
31,./imagesbooks/ukbench10154.jpg,,100.0,4.494197368621826,66.66666666666666,12.07636308670044,100.0,100.0,19.553888082504272,2.289076805114746,100.0,20.007801294326782,100.0,19.67082667350769
32,./imagesbooks/ukbench00000.jpg,,100.0,4.2932047843933105,100.0,12.35949420928955,100.0,100.0,19.88509702682495,2.367633104324341,100.0,31.256579637527466,100.0,46.63219881057739
33,./imagesbooks/ukbench05972.jpg,,100.0,5.56134557723999,100.0,17.4280846118927,100.0,100.0,27.636181354522705,2.975254535675049,100.0,29.18932557106018,100.0,25.046789169311523
34,./imagesbooks/ukbench05872.jpg,,100.0,6.240103244781494,100.0,16.372421741485596,100.0,100.0,25.287312030792236,3.238018751144409,100.0,26.19271159172058,100.0,30.841294050216675
35,./imagesbooks/ukbench08542.jpg,,66.66666666666666,6.802667856216431,100.0,12.21289849281311,66.66666666666666,66.66666666666666,19.861578226089478,3.4860358238220215,100.0,28.044455528259277,100.0,35.68922686576843
36,./imagesbooks/ukbench06004.jpg,,100.0,4.442041397094727,100.0,12.10776972770691,100.0,100.0,20.008422374725342,2.3183774948120117,100.0,27.66661047935486,100.0,36.20346403121948
37,./imagesbooks/ukbench05993.jpg,,100.0,4.4049882888793945,100.0,12.15795612335205,100.0,100.0,19.820510387420654,2.2996087074279785,100.0,27.683805465698242,100.0,40.50766062736511
38,./imagesbooks/ukbench05988.jpg,,100.0,5.964128494262695,100.0,17.519025325775146,100.0,100.0,19.226726531982422,3.1278364658355713,100.0,18.67938756942749,100.0,18.608994007110596
39,./imagesbooks/ukbench00483.jpg,,100.0,5.919779300689697,100.0,16.793989658355713,100.0,100.0,28.392239570617676,3.2853033542633057,100.0,42.72944521903992,100.0,55.403355836868286
40,./imagesbooks/ukbench08546.jpg,,100.0,7.418655157089233,100.0,20.53805136680603,100.0,100.0,29.41356134414673,4.16691255569458,100.0,40.642913579940796,100.0,41.630486488342285
41,./imagesbooks/ukbench06539.jpg,,100.0,4.719589710235596,100.0,14.299473524093628,100.0,100.0,22.157639265060425,2.5806567668914795,100.0,33.53004026412964,100.0,36.31947684288025
42,./imagesbooks/ukbench02748.jpg,,100.0,4.344210386276245,100.0,12.07186222076416,100.0,100.0,19.89261484146118,2.4945573806762695,100.0,27.65224862098694,100.0,35.41236686706543
43,./imagesbooks/ukbench05980.jpg,,100.0,4.488648176193237,100.0,12.050979614257812,100.0,100.0,19.827239274978638,2.2538297176361084,100.0,27.423704385757446,100.0,35.10143542289734
44,./imagesbooks/ukbench08001.jpg,,100.0,4.225737810134888,100.0,12.218863010406494,100.0,100.0,19.638583421707153,2.2940688133239746,100.0,27.752872705459595,100.0,35.7425696849823
45,./imagesbooks/ukbench03890.jpg,,100.0,4.231958627700806,100.0,6.1729631423950195,100.0,100.0,6.044593334197998,2.487725019454956,100.0,5.981074094772339,100.0,5.960088491439819
46,./imagesbooks/ukbench03059.jpg,,100.0,4.250929594039917,100.0,11.991813659667969,100.0,100.0,19.94041109085083,2.417295217514038,100.0,27.726224660873413,100.0,35.680779457092285
47,./imagesbooks/ukbench10081.jpg,,100.0,4.203338384628296,100.0,12.203516960144043,100.0,100.0,19.98169183731079,2.2915520668029785,100.0,27.563897609710693,100.0,35.6351957321167
48,./imagesbooks/ukbench06519.jpg,,100.0,4.257525205612183,100.0,12.216127395629883,100.0,100.0,19.678502559661865,2.4570696353912354,100.0,24.035455226898193,100.0,23.93849468231201
49,./imagesbooks/ukbench05787.jpg,,100.0,4.2278852462768555,100.0,11.797025203704834,100.0,100.0,11.971970796585083,2.4805219173431396,100.0,11.784172296524048,100.0,11.681727886199951
