,file,PCount,kp_100_predict10,kp_100_predict20,kp_100_predict30,kp_100_predict50,kp_100_quality,,kp_100_time,kp_300_predict10,kp_300_predict20,kp_300_predict30,kp_300_predict50,kp_300_quality,kp_300_time,kp_500_predict10,kp_500_predict20,kp_500_predict30,kp_500_predict50,kp_500_quality,kp_500_time,kp_50_predict10,kp_50_predict20,kp_50_predict30,kp_50_predict50,kp_50_quality,kp_50_time,kp_700_predict10,kp_700_predict20,kp_700_predict30,kp_700_predict50,kp_700_quality,kp_700_time,kp_900_predict10,kp_900_predict20,kp_900_predict30,kp_900_predict50,kp_900_quality,kp_900_time
0,./imagesbooks/ukbench05960.jpg,,100,100,100,100,10,1,4.85530877113342,100,100,100,100,10,13.0053648948669,100,100,100,100,10,21.2448902130127,100,100,100,100,16,2.55664420127869,100,100,100,100,10,29.3715772628784,100,100,100,100,10,30.6600997447968
1,./imagesbooks/ukbench00459.jpg,,100,100,100,100,10,1,4.31493449211121,100,100,100,100,10,13.0371038913727,100,100,100,100,10,20.3283746242523,100,100,100,100,10,2.43181395530701,100,100,100,100,10,23.2702579498291,100,100,100,100,10,23.4064378738403
2,./imagesbooks/ukbench06010.jpg,,100,100,100,100,10,1,3.91846585273743,100,100,100,100,10,11.2944796085358,100,100,100,100,10,17.2271838188171,100,100,100,100,10,2.08921146392822,100,100,100,100,10,17.1758444309235,100,100,100,100,10,17.2599544525146
3,./imagesbooks/ukbench06104.jpg,,100,100,100,100,10,1,3.98958206176758,100,100,100,100,10,11.3283560276032,100,100,100,100,10,18.9015920162201,100,100,100,100,10,2.21184659004211,100,100,100,100,10,26.1503932476044,100,100,100,100,10,33.8564600944519
4,./imagesbooks/ukbench00458.jpg,,100,100,100,100,10,1,3.98076677322388,100,100,100,100,10,11.4324371814728,100,100,100,100,10,18.9740927219391,100,100,100,100,10,2.28756618499756,100,100,100,100,10,21.5398797988892,100,100,100,100,10,21.5601379871368
5,./imagesbooks/ukbench00248.jpg,,100,100,100,100,10,1,3.96504426002502,100,100,100,100,10,11.5455801486969,100,100,100,100,10,14.8479316234589,100,100,100,100,10,2.16694045066833,100,100,100,100,10,14.6025567054749,100,100,100,100,10,14.7639012336731
6,./imagesbooks/ukbench06408.jpg,,100,100,100,100,10,1,4.09795379638672,100,100,100,100,10,11.3543484210968,100,100,100,100,10,18.8882396221161,100,100,100,100,10,2.10450291633606,100,100,100,100,10,26.3076083660126,100,100,100,100,10,33.8865756988525
7,./imagesbooks/ukbench00303.jpg,,33.3333333333333,33.3333333333333,33.3333333333333,66.6666666666667,98,9.8,3.93766713142395,33.3333333333333,33.3333333333333,66.6666666666667,66.6666666666667,44,11.5322215557098,66.6666666666667,66.6666666666667,100,100,72,18.9075977802277,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,2,2.11420273780823,100,100,100,100,25,26.2990624904633,100,100,100,100,25,33.9470133781433
8,./imagesbooks/ukbench03124.jpg,,100,100,100,100,10,1,4.0203332901001,100,100,100,100,10,11.5249049663544,100,100,100,100,10,18.8738763332367,100,100,100,100,10,2.10881686210632,100,100,100,100,10,26.2101023197174,100,100,100,100,10,34.0827536582947
9,./imagesbooks/ukbench05776.jpg,,100,100,100,100,10,1,4.00128102302551,100,100,100,100,10,11.3274667263031,100,100,100,100,10,18.9031255245209,100,100,100,100,10,2.12023258209229,100,100,100,100,10,26.144504070282,100,100,100,100,10,31.6789073944092
10,./imagesbooks/ukbench06113.jpg,,100,100,100,100,10,1,4.00951433181763,100,100,100,100,10,11.4857792854309,100,100,100,100,10,18.945093870163,100,100,100,100,10,2.13312315940857,100,100,100,100,10,26.4363720417023,100,100,100,100,10,33.8410773277283
11,./imagesbooks/ukbench05964.jpg,,100,100,100,100,13,1.3,3.99082517623901,100,100,100,100,10,11.4389519691467,100,100,100,100,10,18.8539500236511,100,100,100,100,14,2.16773128509521,100,100,100,100,10,26.2355811595917,100,100,100,100,10,30.4135687351227
12,./imagesbooks/ukbench10164.jpg,,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,4,0.4,3.97260475158691,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,4,11.7821395397186,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,4,18.998325586319,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,4,2.12187266349792,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,4,26.38059258461,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,4,34.0967752933502
13,./imagesbooks/ukbench02750.jpg,,100,100,100,100,10,1,3.97241282463074,100,100,100,100,17,11.4035978317261,100,100,100,100,21,18.9102680683136,100,100,100,100,10,2.08955645561218,100,100,100,100,25,26.1378443241119,100,100,100,100,28,33.7357566356659
14,./imagesbooks/ukbench05951.jpg,,100,100,100,100,10,1,3.99875545501709,100,100,100,100,10,11.4955668449402,100,100,100,100,13,18.8981323242188,100,100,100,100,10,2.25226807594299,100,100,100,100,13,26.1327674388885,100,100,100,100,10,33.741400718689
15,./imagesbooks/ukbench05983.jpg,,100,100,100,100,10,1,3.9826557636261,100,100,100,100,10,11.4543085098267,100,100,100,100,10,19.0618524551392,100,100,100,100,25,2.03998160362244,100,100,100,100,10,26.0900421142578,100,100,100,100,10,34.03533411026
16,./imagesbooks/ukbench03867.jpg,,100,100,100,100,10,1,4.06782627105713,100,100,100,100,10,11.4965488910675,100,100,100,100,10,18.8498647212982,100,100,100,100,10,2.12542295455933,100,100,100,100,10,26.3064966201782,100,100,100,100,10,33.7164843082428
17,./imagesbooks/ukbench05883.jpg,,100,100,100,100,10,1,3.97267007827759,100,100,100,100,10,11.6177990436554,100,100,100,100,10,18.8548197746277,100,100,100,100,10,2.16808223724365,100,100,100,100,10,26.5062651634216,100,100,100,100,10,26.2564241886139
18,./imagesbooks/ukbench06049.jpg,,100,100,100,100,10,1,4.06784081459045,100,100,100,100,10,11.4946582317352,100,100,100,100,10,15.3822000026703,100,100,100,100,10,2.12041473388672,100,100,100,100,10,15.5295774936676,100,100,100,100,10,15.4121468067169
19,./imagesbooks/ukbench06017.jpg,,100,100,100,100,10,1,3.95453596115112,100,100,100,100,10,11.5525462627411,100,100,100,100,10,14.3047144412994,100,100,100,100,10,2.04447984695435,100,100,100,100,10,14.2925343513489,100,100,100,100,10,14.3220970630646
20,./imagesbooks/ukbench06150.jpg,,33.3333333333333,66.6666666666667,100,100,77,7.7,3.93969941139221,100,100,100,100,10,11.3379182815552,100,100,100,100,10,13.0043382644653,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,6,2.06310367584229,100,100,100,100,10,13.2561635971069,100,100,100,100,10,12.9304583072662
21,./imagesbooks/ukbench06151.jpg,,33.3333333333333,100,100,100,46,4.6,3.98661398887634,100,100,100,100,10,11.4380528926849,100,100,100,100,10,11.6434118747711,33.3333333333333,33.3333333333333,33.3333333333333,66.6666666666667,96,2.08409214019775,100,100,100,100,10,11.6108720302582,100,100,100,100,10,11.6435971260071
22,./imagesbooks/ukbench02749.jpg,,100,100,100,100,10,1,3.98757600784302,100,100,100,100,10,11.2925271987915,100,100,100,100,10,18.8806982040405,100,100,100,100,10,2.11784195899963,100,100,100,100,10,26.4717161655426,100,100,100,100,10,33.9100708961487
23,./imagesbooks/ukbench02721.jpg,,100,100,100,100,10,1,3.9482729434967,100,100,100,100,10,11.4245867729187,100,100,100,100,10,18.9582748413086,100,100,100,100,10,2.1025116443634,100,100,100,100,10,26.4068963527679,100,100,100,100,10,34.1742894649506
24,./imagesbooks/ukbench05879.jpg,,100,100,100,100,10,1,3.9739465713501,100,100,100,100,10,11.5567615032196,100,100,100,100,10,18.0253069400787,100,100,100,100,10,2.32239747047424,100,100,100,100,10,18.1953613758087,100,100,100,100,10,18.1794183254242
25,./imagesbooks/ukbench06148.jpg,,0,0,0,0,0,0,4.00764060020447,0,0,33.3333333333333,100,159,11.4931874275208,33.3333333333333,66.6666666666667,100,100,74,19.0673360824585,0,0,0,0,0,2.14702606201172,66.6666666666667,100,100,100,50,26.3022747039795,66.6666666666667,100,100,100,53,28.158451795578
26,./imagesbooks/ukbench05880.jpg,,100,100,100,100,10,1,3.95002555847168,100,100,100,100,10,11.3935406208038,100,100,100,100,10,18.8678324222565,100,100,100,100,10,2.13517236709595,100,100,100,100,10,25.0324079990387,100,100,100,100,10,24.8301501274109
27,./imagesbooks/ukbench05929.jpg,,100,100,100,100,13,1.3,3.9529983997345,100,100,100,100,10,11.6294732093811,100,100,100,100,10,19.0012850761414,66.6666666666667,66.6666666666667,100,100,80,2.06044268608093,100,100,100,100,10,26.3064427375793,100,100,100,100,10,33.6143927574158
28,./imagesbooks/ukbench06048.jpg,,100,100,100,100,10,1,3.94306993484497,100,100,100,100,10,11.4355294704437,100,100,100,100,10,18.3477575778961,100,100,100,100,10,2.09301042556763,100,100,100,100,10,18.182727098465,100,100,100,100,10,18.3791961669922
29,./imagesbooks/ukbench08544.jpg,,100,100,100,100,10,1,4.03609204292297,100,100,100,100,10,11.3469433784485,100,100,100,100,10,18.8565258979797,100,100,100,100,10,2.1215136051178,100,100,100,100,10,26.2400507926941,100,100,100,100,10,33.9827337265015
30,./imagesbooks/ukbench03058.jpg,,100,100,100,100,10,1,4.05136442184448,100,100,100,100,10,11.4079840183258,100,100,100,100,10,18.901202917099,100,100,100,100,10,2.12815880775452,100,100,100,100,10,26.4650027751923,100,100,100,100,10,33.874297618866
31,./imagesbooks/ukbench10154.jpg,,33.3333333333333,66.6666666666667,66.6666666666667,100,148,14.8,3.94589877128601,33.3333333333333,66.6666666666667,66.6666666666667,66.6666666666667,30,11.4107160568237,66.6666666666667,66.6666666666667,66.6666666666667,100,126,18.6166679859161,33.3333333333333,33.3333333333333,66.6666666666667,100,116,2.06188058853149,66.6666666666667,66.6666666666667,66.6666666666667,100,126,18.6401824951172,66.6666666666667,66.6666666666667,66.6666666666667,100,126,18.5959177017212
32,./imagesbooks/ukbench00000.jpg,,100,100,100,100,10,1,4.02311038970947,100,100,100,100,10,11.3777720928192,100,100,100,100,10,19.0347304344177,100,100,100,100,10,2.1895968914032,100,100,100,100,10,26.4455773830414,100,100,100,100,10,34.0626974105835
33,./imagesbooks/ukbench05972.jpg,,100,100,100,100,10,1,3.93946099281311,100,100,100,100,10,11.416876077652,100,100,100,100,10,19.0717806816101,100,100,100,100,10,2.12408089637756,100,100,100,100,10,20.4927506446838,100,100,100,100,10,20.2731726169586
34,./imagesbooks/ukbench05872.jpg,,100,100,100,100,10,1,3.98199987411499,100,100,100,100,10,11.334707736969,100,100,100,100,10,18.9439423084259,100,100,100,100,10,2.32758450508118,100,100,100,100,10,22.3096511363983,100,100,100,100,10,22.4534356594086
35,./imagesbooks/ukbench08542.jpg,,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,6,0.6,3.90834403038025,66.6666666666667,66.6666666666667,66.6666666666667,100,103,11.5278055667877,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,4,19.0468022823334,33.3333333333333,33.3333333333333,33.3333333333333,66.6666666666667,98,2.08774375915527,66.6666666666667,66.6666666666667,100,100,70,26.026971578598,100,100,100,100,13,33.8727784156799
36,./imagesbooks/ukbench06004.jpg,,100,100,100,100,19,1.9,3.98163533210754,100,100,100,100,10,11.4944972991943,100,100,100,100,10,18.9360148906708,100,100,100,100,25,2.12661337852478,100,100,100,100,10,26.3885588645935,100,100,100,100,10,34.0669586658478
37,./imagesbooks/ukbench05993.jpg,,100,100,100,100,10,1,3.99359011650085,100,100,100,100,10,11.5938696861267,100,100,100,100,10,18.8890068531036,100,100,100,100,10,2.14689564704895,100,100,100,100,10,26.4666736125946,100,100,100,100,10,34.1536276340485
38,./imagesbooks/ukbench05988.jpg,,100,100,100,100,10,1,4.10356211662293,100,100,100,100,10,11.379585981369,100,100,100,100,10,12.538507938385,100,100,100,100,10,2.16419529914856,100,100,100,100,10,12.5611667633057,100,100,100,100,10,12.768951177597
39,./imagesbooks/ukbench00483.jpg,,100,100,100,100,10,1,4.03346180915833,100,100,100,100,10,11.3311746120453,100,100,100,100,10,18.9687986373901,66.6666666666667,100,100,100,54,2.15619015693665,100,100,100,100,10,26.256995677948,100,100,100,100,10,33.6728365421295
40,./imagesbooks/ukbench08546.jpg,,100,100,100,100,10,1,4.02181529998779,100,100,100,100,10,11.4750380516052,100,100,100,100,10,19.1998672485352,100,100,100,100,10,2.1251003742218,100,100,100,100,10,26.3274257183075,100,100,100,100,10,33.799902677536
41,./imagesbooks/ukbench06539.jpg,,100,100,100,100,10,1,4.06812739372253,100,100,100,100,10,11.4625687599182,100,100,100,100,10,18.9334909915924,100,100,100,100,10,2.08165311813354,100,100,100,100,10,26.2270510196686,100,100,100,100,10,34.2053060531616
42,./imagesbooks/ukbench02748.jpg,,100,100,100,100,10,1,3.9763298034668,100,100,100,100,19,11.4047455787659,100,100,100,100,16,18.7096309661865,100,100,100,100,10,2.11931562423706,100,100,100,100,22,26.2096247673035,100,100,100,100,19,33.9608335494995
43,./imagesbooks/ukbench05980.jpg,,100,100,100,100,10,1,3.96535563468933,100,100,100,100,10,11.4074342250824,100,100,100,100,10,18.9169309139252,100,100,100,100,10,2.09132194519043,100,100,100,100,10,26.3144476413727,100,100,100,100,10,33.1524865627289
44,./imagesbooks/ukbench08001.jpg,,66.6666666666667,100,100,100,34,3.4,3.96191763877869,66.6666666666667,100,100,100,31,11.3868696689606,100,100,100,100,25,18.9454572200775,66.6666666666667,100,100,100,31,2.28836750984192,100,100,100,100,25,26.199836730957,100,100,100,100,22,33.8817973136902
45,./imagesbooks/ukbench03890.jpg,,100,100,100,100,10,1,3.90518236160278,100,100,100,100,10,5.59970092773438,100,100,100,100,10,5.57809209823608,100,100,100,100,10,2.11791133880615,100,100,100,100,10,5.64195203781128,100,100,100,100,10,5.67314052581787
46,./imagesbooks/ukbench03059.jpg,,100,100,100,100,10,1,3.97074389457703,100,100,100,100,10,11.5143070220947,100,100,100,100,10,19.1848397254944,100,100,100,100,10,2.13916277885437,100,100,100,100,10,26.3013482093811,100,100,100,100,10,34.173323392868
47,./imagesbooks/ukbench10081.jpg,,100,100,100,100,10,1,3.98268246650696,100,100,100,100,10,11.6219625473022,100,100,100,100,10,19.1183278560638,100,100,100,100,10,2.10792422294617,66.6666666666667,100,100,100,37,26.2934257984161,66.6666666666667,100,100,100,55,33.8507313728333
48,./imagesbooks/ukbench06519.jpg,,100,100,100,100,10,1,3.95823931694031,66.6666666666667,100,100,100,37,11.3382301330566,66.6666666666667,66.6666666666667,100,100,88,18.9532747268677,100,100,100,100,17,2.11940741539001,66.6666666666667,66.6666666666667,100,100,70,23.0027937889099,66.6666666666667,66.6666666666667,100,100,70,22.791109085083
49,./imagesbooks/ukbench05787.jpg,,100,100,100,100,10,1,4.03643226623535,100,100,100,100,10,11.1783585548401,100,100,100,100,10,11.2726941108704,100,100,100,100,10,2.1371545791626,100,100,100,100,10,11.1676249504089,100,100,100,100,10,11.1368703842163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,90.6666666666667,94,94.6666666666667,96,16.96,1.696,4.01212336540222,92.6666666666667,94.6666666666667,96,98,17.08,11.3923377037048,95.3333333333334,96,98,98.6666666666667,16.86,17.891379070282,88.6666666666667,90,91.3333333333333,93.3333333333333,18.68,2.15084163665771,96,97.3333333333333,98.6666666666667,99.3333333333333,17.14,23.0172766876221,96.6666666666667,98,98.6666666666667,99.3333333333333,16.3,27.3779247951508
,,,,,,,,,,,,,,1.708,,,,,,1.686,,,,,,1.868,,,,,,1.714,,,,,,1.63,
,,,kp_values,predict_wind_metric,searchtime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,kp50,1.868,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,kp100,1.696,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,kp300,1.708,11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,kp500,1.686,17.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,kp700,1.714,23.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,kp900,1.63,27.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
